4.100000000000000000e+02,4.300000000000000000e+02,4.500000000000000000e+02,4.700000000000000000e+02,4.900000000000000000e+02,5.100000000000000000e+02,5.300000000000000000e+02,5.500000000000000000e+02,5.700000000000000000e+02,5.900000000000000000e+02,6.100000000000000000e+02,6.300000000000000000e+02,6.500000000000000000e+02,6.700000000000000000e+02,6.900000000000000000e+02,7.100000000000000000e+02,7.300000000000000000e+02
3.079588173806136874e-03,2.491874762139166272e-03,9.856598028018222560e-04,2.148759180576232004e-03,1.421593702513323197e-03,2.180431191395270328e-03,6.940667489434542564e-03,1.166611780131371692e-02,1.270175524243009717e-02,1.076088135125231535e-02,7.102121756622426473e-03,5.637480413473600245e-03,4.614043497421956019e-03,3.568266998654502468e-03,4.212069861047733690e-03,3.508285875833569607e-03,1.666473336048160782e-03
5.570124621983293077e-03,6.073075536797279197e-03,2.706722849707212091e-03,2.060549460046252890e-03,4.060262379106809559e-03,5.178915645364023587e-03,6.377616191025513130e-03,1.057270916870329917e-02,9.286223122625399118e-03,8.513781951684631921e-03,7.066726243077938591e-03,6.811140521711750440e-03,5.450411670645489287e-03,3.725287785676119085e-03,4.303015049081776282e-03,3.631751136305162806e-03,1.675354654085332113e-03
6.065998942277800454e-03,7.758882653691855785e-03,8.685293548758667159e-03,8.307507282512996069e-03,1.099785749784762227e-02,1.198007486761921980e-02,1.051892967227406606e-02,1.095148362192535467e-02,1.247194088225461045e-02,7.198751097058838158e-03,5.439201818406907626e-03,4.172593297967448940e-03,3.736242863249110511e-03,2.450371566233084959e-03,3.927849392866062349e-03,3.377195971856484114e-03,1.663406987976573468e-03
-2.629684127856434829e-03,-3.680507827368783257e-03,-2.090168028188912029e-03,1.957890762797932782e-04,1.734097630495695132e-03,3.520584500955043286e-03,8.210757120308520909e-03,1.091662851858657933e-02,1.492679070875821412e-02,1.252062645291054932e-02,7.726731476121663500e-03,7.334587969761961757e-03,5.799813857962686156e-03,3.173265114646681671e-03,3.297798970240579074e-03,3.212464843265200667e-03,1.653102949315988276e-03
6.239702321152331040e-03,6.181641583264355089e-03,9.200539475199529665e-03,1.034557311031128815e-02,7.911115597961917642e-03,6.105479729313649864e-03,5.994692263480118181e-03,8.473880856745653195e-03,8.820310741919398789e-03,6.445633593414771406e-03,5.406270238472147757e-03,4.589604446420666659e-03,4.604432759357408866e-03,3.754369184644156324e-03,4.458880865194103128e-03,3.466977418541120157e-03,1.669644272226774185e-03
6.996278128696377212e-03,7.585894268559176777e-03,5.788079334810688516e-03,8.238040203031270908e-03,7.013013592303902338e-03,5.221270242924772390e-03,5.332383595451272926e-03,9.507052406469504099e-03,1.269993994057724493e-02,1.198591499899051560e-02,8.507366985246126584e-03,7.548325246938179800e-03,6.721991479358701248e-03,4.598413773165061467e-03,4.778820048370189394e-03,3.633000331932777216e-03,1.670622583620583797e-03
6.679543297334113519e-03,6.530056586161673247e-03,1.098738745392555810e-02,1.307844729847953101e-02,1.452521790597152002e-02,1.293349150056467833e-02,1.432154254362734414e-02,1.711752237910482352e-02,1.578517602326325389e-02,1.294340839695326539e-02,1.068800438821549195e-02,9.755345018195710899e-03,8.517412967080351810e-03,6.387525682791250423e-03,5.958927895403754761e-03,3.807256702168393490e-03,1.675182661530362493e-03
8.029977704103128874e-03,1.159962173858350432e-02,1.386164836502359540e-02,1.461982483661821049e-02,1.301892250121118588e-02,1.463885716705823348e-02,1.229595649048735063e-02,1.577943114879418879e-02,1.291759442442146598e-02,1.023099579808913612e-02,8.814313370902802230e-03,8.287356441695467590e-03,6.500370463860635772e-03,4.865643787557411004e-03,5.047536420711241055e-03,3.650294629695734466e-03,1.675703127051178347e-03
3.278951287499002904e-03,2.246033027887303288e-03,1.289162234553208400e-04,-7.932534607562914675e-04,-1.832765970153112448e-03,3.004197721270789739e-04,4.505474272161916031e-03,8.095790699711408883e-03,1.065343764419332886e-02,8.532658575765770387e-03,7.030188074685979338e-03,6.906252564676636056e-03,6.342758205882649027e-03,4.424642412134783230e-03,4.528428049551658924e-03,3.467189945792322359e-03,1.668659763186941449e-03
-7.093868446940536365e-04,1.986164638653999809e-03,5.584683637843779538e-04,1.944015619562680132e-03,7.731989863275301814e-03,9.437445122436795980e-03,8.960361651255483589e-03,9.592583722823313369e-03,1.068847501477590209e-02,7.989127629212331924e-03,6.202422445371865226e-03,4.478391147241300718e-03,2.861104625720027606e-03,1.363989028471111233e-03,2.806806126944312932e-03,3.130529141967000606e-03,1.652994119805271467e-03
7.455361014325065198e-03,7.413097073121555254e-03,4.672787268575503278e-03,4.640305873600260658e-03,5.082708384640292724e-03,5.488936642831752054e-03,1.066982294452752805e-02,1.024735796128156164e-02,1.551443525171240095e-02,1.100653614772816383e-02,8.496277338778644023e-03,7.487708796016051722e-03,6.845793400929620423e-03,4.450627574911153808e-03,5.205383950726963360e-03,3.653433851000297342e-03,1.676693238414183077e-03
